group,participant,a025,a500,a975,p025,p500,p975
30implicit,1,32.6674741305745,33.5889700961851,34.475044431049,33.8881772782327,34.9225156338659,35.9741513468822
30implicit,2,3.4858619494677,3.53538009143632,3.59086404210212,2.90669856844218,2.96457257240549,3.02547460547277
30implicit,3,29.386875810821,29.8469722485961,30.4156227015695,28.986371154632,29.3358686778738,29.7092031775721
30implicit,4,21.2389727113456,21.7124440929229,22.2170037550359,15.9702981803704,16.2048979346111,16.4977645123153
30implicit,5,24.4289222801275,24.8126891794497,25.2117894500363,28.2410434445456,28.674063147203,28.9825483116706
30implicit,6,24.1618643175478,24.5925381920104,25.0750563026395,22.7504561052866,23.0844809245893,23.5685407339206
30implicit,7,28.8627594902314,29.3002594238494,29.8292393595626,28.0904635131212,28.5317193599798,29.2118548794546
30implicit,8,62.8475911534242,63.8070117407322,64.7397270021675,67.014188543798,68.0490381148988,69.2376724524374
30implicit,9,2.79829862789101,2.83245961331942,2.9140024648459,2.19927499527622,2.24719529343296,2.32027179664989
30implicit,10,45.7430762346522,46.7343899986733,47.3001999784812,47.2573111746982,48.0397782650772,48.74887585499
30implicit,11,23.1030035004589,23.5870905892971,24.2619986061585,19.2591906519915,19.5209341732293,19.8678692952927
30implicit,12,16.2344551215239,16.5102955189202,16.8530663200715,13.62392110021,13.8732492631096,14.1759210869561
30implicit,13,15.4725297658765,15.6255291207817,15.8357621527862,19.5266047063673,19.7874628200059,20.2235301278868
30implicit,14,14.7550926053071,15.2217749106168,15.5505415745214,15.6155581719454,15.9758192225763,16.2889052589606
30implicit,15,43.6036884960354,44.5055152640582,45.0149007470242,46.6629286759736,48.0212014852586,48.6946705134144
30explicit,16,5.85524289888516,5.96786228082307,6.08768014089408,4.84152447556536,4.91980102200847,5.00222169158728
30explicit,17,63.9611565255513,65.157095727287,66.0120518125873,67.0755978428278,68.2082285364544,69.3143453624969
30explicit,18,35.0425365051472,35.7585381317839,36.673735743726,33.6361903409504,34.007618609172,34.7681684901847
30explicit,19,15.9175277385999,16.3140964356909,16.7343472485151,16.4006316558591,16.7161990817327,17.0306624387793
30explicit,20,19.3496923651704,19.6066308202289,19.9930005190592,21.8093500022414,22.0911848008288,22.3963606857918
30explicit,21,5.35248078936323,5.49693192468269,5.59046395187993,6.610237460107,6.81916491449423,6.92188081896685
30explicit,22,11.378163420224,11.6585324378677,11.8817478330461,12.4154223501388,12.6684488577822,12.9260285681671
30explicit,23,11.7440056122518,11.9660193684109,12.189631389509,10.2485950449829,10.4465272510376,10.6533157462252
30explicit,24,2.58371259536792,2.64836001762144,2.71746513057102,2.135741674654,2.1780965235123,2.23379035914336
30explicit,25,32.6367315366983,33.1435003428169,33.6980290460989,32.1303207548347,32.8104797591929,33.375425770814
60implicit_b,26,73.2538036525126,75.616562573135,77.6861759186026,141.577121503073,144.145834108796,146.130868677013
60implicit_b,27,19.5162805699427,20.7894989775013,21.7024038633942,13.3696620408093,13.562958839175,13.7454214362852
60implicit_b,28,43.771419692324,44.7457901812048,45.6969647440496,6.00092502706235,6.17398895974002,6.38975320960348
60implicit_b,29,117.193460882567,118.486301396801,119.777018465056,110.992526922361,111.995307022055,112.95568400587
60implicit_b,30,2.37613981245716,2.42961964170247,2.48036197061138,1.65361764122287,1.70832681117765,1.79011050385618
60implicit_b,31,90.6092534583017,91.479065571747,92.5576093865446,84.3120324599093,85.5752722349372,86.7357398572148
60implicit_b,32,148.396920904384,150.686970153105,153.13687273242,10.0336243075821,10.2229946858861,10.5299542115988
60implicit_b,33,71.0346648270522,72.4501850441461,73.652324208069,75.1885553663489,76.9119634550678,78.416220691515
60implicit_b,34,20.5344127229759,21.3164067688967,22.145617540254,19.3929104728118,19.7578886477028,20.1216919103067
60implicit_b,35,53.2433673999496,54.8621178384545,56.8168187022789,74.0032821176136,75.0029011197343,76.5504970385128
60implicit_b,36,15.4849924643456,15.7943214797206,16.1208300985447,16.3136951261311,16.602440665366,16.9399191022625
60implicit_b,37,37.8783902416766,38.3429902845327,38.8348473704543,32.7938208737592,33.3008219812847,33.921984442016
60implicit_b,38,1.34072759698451,1.37332220394962,1.40925369848761,1.44348412664893,1.4890129537436,1.55167385124958
60implicit_b,39,52.1305245544037,52.949124465737,53.6095378983767,29.7214200521275,30.4504707561148,30.9842322495801
60implicit_b,40,164.870126626469,166.111938386882,167.631948899748,112.955147364484,114.487167812072,116.054812329683
60implicit_b,41,60.5545623199723,61.5076618604811,62.4740384763278,60.1051275888109,61.4579107689553,62.1525482657678
60implicit_b,42,8.14886274033991,8.41258196818526,8.60584234804873,7.84891749049681,8.10086503268275,8.28934472408644
60implicit_b,43,56.653090658871,57.8502701540385,59.5391149428817,4.04863600033475,4.16857412858103,4.28426522654155
60explicit_b,44,46.3724552268825,46.9048633415866,47.7040570485549,52.2323865985863,53.0565717734167,53.8020798307912
60explicit_b,45,24.7429675999891,25.4462037217202,25.9116023308421,47.9457649272906,48.6237498645412,49.7452240564561
60explicit_b,46,4.50553171590137,4.59622879304641,4.68438070896501,3.83866594577303,3.90587751853859,3.9666858899324
60explicit_b,47,32.8881916051176,33.365793415493,33.85268940024,39.6817183519786,40.425780711381,41.1048739998709
60explicit_b,48,16.647759482619,17.0345859015003,17.3596812472319,15.5986966392231,15.8704993825719,16.2220743675541
60explicit_b,49,6.05399553295647,6.31140243482026,6.54455031220444,4.30574255542617,4.40824349629104,4.5308557948478
60explicit_b,50,59.5916699250348,60.4887993814859,61.6780746606022,50.8002480563537,51.3894678871073,52.056874582171
60explicit_b,51,12.8700262838284,13.088556625902,13.30507490916,38.7308780178348,39.3413040078841,39.8667447962509
60explicit_b,52,50.2570276689851,51.9923229287163,53.7833128838592,81.049540080366,82.0965228818885,82.9275045217593
60explicit_b,53,6.72699526569973,6.97457559318329,7.1763333037452,3.4979199104766,3.5612231000719,3.61633060166995
60explicit_b,54,39.1195357728331,39.7859238810422,40.508774350862,5.18902189977935,5.27659579684206,5.37399937051564
60explicit_b,55,6.68470419747168,6.85096114590156,7.03299946293946,2.39850125175132,2.51680814842483,2.61557395442221
60explicit_b,56,3.3438421428381,3.39481299943379,3.46312368149625,4.03879306650628,4.11560744443431,4.19174510846545
60explicit_b,57,24.4577587267343,25.2214327005612,25.8734276886467,39.4840650838403,40.1836565525126,40.8352987459559
60explicit_b,58,43.462539401087,44.3276185859368,45.147173334893,32.4885443412352,33.2047637303378,34.1297273096959
60explicit_b,59,11.619697858891,11.7190110534524,11.8242082522522,10.9098578159817,10.9864303711476,11.0805120318532
60explicit_b,60,59.2839478208848,60.5080661268562,61.7433610493737,60.5532511154826,61.5891228340238,62.6213461282661
60explicit_b,61,19.2575300996894,19.5493078133861,19.8852511313376,2.6694115482882,2.72783845903348,2.79002958321617
60explicit_b,62,8.8893947027683,9.05286243837755,9.2115637490318,9.27340440794729,9.36618605962948,9.45052746366996
60explicit_b,63,20.7020256509344,21.2725187559668,21.959549855584,13.0243324864523,13.2665702235062,13.5097142427636
60explicit_b,64,5.32104842568114,5.43989605706407,5.56822445505654,10.6984974485482,11.1670438106598,11.7154077560698
60explicit_b,65,35.5790324591516,36.9421488665596,38.0082937397866,47.8138862939367,48.8164507474436,50.2106105667903
60explicit_b,66,6.62613121722984,6.74929567684033,6.86556844692431,7.00556731823837,7.16039346705632,7.25943299594232
cursorjump,67,22.9284308644797,23.4404580480851,24.0156302252864,22.8863046962553,23.5368840189933,24.1707375737901
cursorjump,68,59.8440009115695,61.0035163708372,62.2091628563419,57.2924876826792,58.7474500810609,59.8142059863458
cursorjump,69,27.8391819177075,28.3543471823219,28.8115323678209,30.9194896133094,31.2499980757852,31.8359766109514
cursorjump,70,6.0974909942927,6.27736722217935,6.43270857791777,8.22626895043652,8.72155330069971,9.16372113743893
cursorjump,71,27.432651985912,28.0535731160694,28.8718793087715,26.322492894931,27.1579601641075,27.7285078543194
cursorjump,72,40.807005713286,41.4013294330695,42.0515730571078,37.5779105563131,38.2771878673245,38.8636087176169
cursorjump,73,15.4993070487437,15.9701510503889,16.4156259871963,14.0166874415604,14.3402082699097,14.7468768940089
cursorjump,74,270.814471148251,275.839599376807,282.240451647909,279.588635904908,284.520505341936,288.735507744553
cursorjump,75,19.1296104075167,19.524505516659,19.886997692094,16.27041020572,16.8174343395156,17.2100315287194
cursorjump,76,8.35285608705265,8.53498741111083,8.77109448446571,8.07541889897241,8.25360919017194,8.44721221244469
cursorjump,77,7.07270504382249,7.23846901786776,7.35402306440472,7.04884165007163,7.27529819406905,7.42288432700327
cursorjump,78,8.74946169865198,9.22862556690827,9.79002229770826,10.3013016954778,10.7586119441647,11.1743099204936
cursorjump,79,3.57994368467364,3.72195823729895,3.86611042670645,5.25323448065606,5.48607277301388,5.85277871564763
cursorjump,80,21.1731985826061,21.4312518133628,21.7930275523342,19.1538908023026,19.3936301234944,19.6331214342918
cursorjump,81,7.59726922023875,7.7486752528117,7.89211782181563,8.50601753506018,8.63044404641586,8.76677041232728
cursorjump,82,149.560541788487,152.539067060369,154.551248182856,135.177920560472,137.803896341845,140.214126155073
cursorjump,83,24.8089649906033,25.1060157292689,25.4141567464658,25.4251776760833,25.7370327154074,26.0842976581704
cursorjump,84,3.44745126622023,3.59970551702326,3.70202331475015,2.72430228274744,2.79073253226207,2.86237490054784
